,texto,tokens,bigramas_spacy,bigramas_nltk,texto_lematizado,texto_preprocesado,polaridad
418,ya deberían cortarle el internet,"['ya', 'deberían', 'cortarle', 'el', 'internet']","[('ya', 'deberían'), ('deberían', 'cortarle'), ('cortarle', 'el'), ('el', 'internet')]","[('ya', 'deberían', 'cortarle'), ('deberían', 'cortarle', 'el'), ('cortarle', 'el', 'internet')]",ya deber cortar él el internet,"['deber', 'cortar', 'internet']",0.1096085665017892
419,generación espontánea de publicidad electoral,"['generación', 'espontánea', 'de', 'publicidad', 'electoral']","[('generación', 'espontánea'), ('espontánea', 'de'), ('de', 'publicidad'), ('publicidad', 'electoral')]","[('generación', 'espontánea', 'de'), ('espontánea', 'de', 'publicidad'), ('de', 'publicidad', 'electoral')]",generación espontáneo de publicidad electoral,"['generación', 'espontáneo', 'publicidad', 'electoral']",0.46127768308170247
420,unas de las tareas de un regidor es proponer solución a los problemas del municipio así que de cierta forma si le toca a menos proponerlo,"['unas', 'de', 'las', 'tareas', 'de', 'un', 'regidor', 'es', 'proponer', 'solución', 'a', 'los', 'problemas', 'del', 'municipio', 'así', 'que', 'de', 'cierta', 'forma', 'si', 'le', 'toca', 'a', 'menos', 'proponerlo']","[('unas', 'de'), ('de', 'las'), ('las', 'tareas'), ('tareas', 'de'), ('de', 'un'), ('un', 'regidor'), ('regidor', 'es'), ('es', 'proponer'), ('proponer', 'solución'), ('solución', 'a'), ('a', 'los'), ('los', 'problemas'), ('problemas', 'del'), ('del', 'municipio'), ('municipio', 'así'), ('así', 'que'), ('que', 'de'), ('de', 'cierta'), ('cierta', 'forma'), ('forma', 'si'), ('si', 'le'), ('le', 'toca'), ('toca', 'a'), ('a', 'menos'), ('menos', 'proponerlo')]","[('unas', 'de', 'las'), ('de', 'las', 'tareas'), ('las', 'tareas', 'de'), ('tareas', 'de', 'un'), ('de', 'un', 'regidor'), ('un', 'regidor', 'es'), ('regidor', 'es', 'proponer'), ('es', 'proponer', 'solución'), ('proponer', 'solución', 'a'), ('solución', 'a', 'los'), ('a', 'los', 'problemas'), ('los', 'problemas', 'del'), ('problemas', 'del', 'municipio'), ('del', 'municipio', 'así'), ('municipio', 'así', 'que'), ('así', 'que', 'de'), ('que', 'de', 'cierta'), ('de', 'cierta', 'forma'), ('cierta', 'forma', 'si'), ('forma', 'si', 'le'), ('si', 'le', 'toca'), ('le', 'toca', 'a'), ('toca', 'a', 'menos'), ('a', 'menos', 'proponerlo')]",uno de el tarea de uno regidor ser proponer solución a el problema del municipio así que de cierto forma si él tocar a menos proponer él,"['tarea', 'regidor', 'proponer', 'solución', 'problema', 'municipio', 'forma', 'tocar', 'proponer']",3.859441074459292e-05
421,cómo les gusta hacerse pendejos jajajajajajajajajjajajajajajjaja,"['cómo', 'les', 'gusta', 'hacerse', 'pendejos', 'jajajajajajajajajjajajajajajjaja']","[('cómo', 'les'), ('les', 'gusta'), ('gusta', 'hacerse'), ('hacerse', 'pendejos'), ('pendejos', 'jajajajajajajajajjajajajajajjaja')]","[('cómo', 'les', 'gusta'), ('les', 'gusta', 'hacerse'), ('gusta', 'hacerse', 'pendejos'), ('hacerse', 'pendejos', 'jajajajajajajajajjajajajajajjaja')]",cómo él gustar hacer él pendejo jajajajajajajajajjajajajajajjajar,"['gustar', 'pendejo', 'jajajajajajajajajjajajajajajjajar']",0.0442847207478655
422,tus bardas publicitarias me hacen odiarte mas ahi dejalas esta funcionando tu estrategia,"['tus', 'bardas', 'publicitarias', 'me', 'hacen', 'odiarte', 'mas', 'ahi', 'dejalas', 'esta', 'funcionando', 'tu', 'estrategia']","[('tus', 'bardas'), ('bardas', 'publicitarias'), ('publicitarias', 'me'), ('me', 'hacen'), ('hacen', 'odiarte'), ('odiarte', 'mas'), ('mas', 'ahi'), ('ahi', 'dejalas'), ('dejalas', 'esta'), ('esta', 'funcionando'), ('funcionando', 'tu'), ('tu', 'estrategia')]","[('tus', 'bardas', 'publicitarias'), ('bardas', 'publicitarias', 'me'), ('publicitarias', 'me', 'hacen'), ('me', 'hacen', 'odiarte'), ('hacen', 'odiarte', 'mas'), ('odiarte', 'mas', 'ahi'), ('mas', 'ahi', 'dejalas'), ('ahi', 'dejalas', 'esta'), ('dejalas', 'esta', 'funcionando'), ('esta', 'funcionando', 'tu'), ('funcionando', 'tu', 'estrategia')]",tu barda publicitario yo hacer odiarte mas ahi dejala este funcionar tu estrategia,"['barda', 'publicitario', 'odiarte', 'dejalar', 'funcionar', 'estrategia']",0.011082941924564207
423,mismas justificaciones de los morenos pensé que eras diferente,"['mismas', 'justificaciones', 'de', 'los', 'morenos', 'pensé', 'que', 'eras', 'diferente']","[('mismas', 'justificaciones'), ('justificaciones', 'de'), ('de', 'los'), ('los', 'morenos'), ('morenos', 'pensé'), ('pensé', 'que'), ('que', 'eras'), ('eras', 'diferente')]","[('mismas', 'justificaciones', 'de'), ('justificaciones', 'de', 'los'), ('de', 'los', 'morenos'), ('los', 'morenos', 'pensé'), ('morenos', 'pensé', 'que'), ('pensé', 'que', 'eras'), ('que', 'eras', 'diferente')]",mismo justificación de el moreno pensar que eros diferente,"['justificación', 'moreno', 'pensar', 'ero']",0.006025874936849451
424,jjajajaja neta no sabes que barbaro,"['jjajajaja', 'neta', 'no', 'sabes', 'que', 'barbaro']","[('jjajajaja', 'neta'), ('neta', 'no'), ('no', 'sabes'), ('sabes', 'que'), ('que', 'barbaro')]","[('jjajajaja', 'neta', 'no'), ('neta', 'no', 'sabes'), ('no', 'sabes', 'que'), ('sabes', 'que', 'barbaro')]",jjajajaja neta no saber que barbaro,"['jjajajaja', 'neta', 'barbaro']",0.10959463138292411
425,no te casas de leer tantostantos pero tantos pero tantos tweet que te responden,"['no', 'te', 'casas', 'de', 'leer', 'tantos', 'tantos', 'pero', 'tantos', 'pero', 'tantos', 'tweet', 'que', 'te', 'responden']","[('no', 'te'), ('te', 'casas'), ('casas', 'de'), ('de', 'leer'), ('leer', 'tantostantos'), ('tantostantos', 'pero'), ('pero', 'tantos'), ('tantos', 'pero'), ('pero', 'tantos'), ('tantos', 'tweet'), ('tweet', 'que'), ('que', 'te'), ('te', 'responden')]","[('no', 'te', 'casas'), ('te', 'casas', 'de'), ('casas', 'de', 'leer'), ('de', 'leer', 'tantostantos'), ('leer', 'tantostantos', 'pero'), ('tantostantos', 'pero', 'tantos'), ('pero', 'tantos', 'pero'), ('tantos', 'pero', 'tantos'), ('pero', 'tantos', 'tweet'), ('tantos', 'tweet', 'que'), ('tweet', 'que', 'te'), ('que', 'te', 'responden')]",no tú casa de leer tantostanto pero tanto pero tanto tweet que tú responder,"['casar', 'leer', 'tantostanto', 'tweet', 'responder']",0.0004563211905648759
427,no mames lomelí jajajaja jajajaja,"['no', 'mames', 'lomelí', 'jajajaja', 'jajajaja']","[('no', 'mames'), ('mames', 'lomelí'), ('lomelí', 'jajajaja'), ('jajajaja', 'jajajaja')]","[('no', 'mames', 'lomelí'), ('mames', 'lomelí', 'jajajaja'), ('lomelí', 'jajajaja', 'jajajaja')]",no mam lomelí jajajaja jajajaja,"['mam', 'lomelí', 'jajajaja', 'jajajaja']",0.21921412548362115
429,ojalá vuelva a perder,"['ojalá', 'vuelva', 'a', 'perder']","[('ojalá', 'vuelva'), ('vuelva', 'a'), ('a', 'perder')]","[('ojalá', 'vuelva', 'a'), ('vuelva', 'a', 'perder')]",ojalá volver a perder,"['ojalá', 'volver', 'perder']",0.40327583243161674
431,ya se lo bueno que va a perder,"['ya', 'se', 'lo', 'bueno', 'que', 'va', 'a', 'perder']","[('ya', 'se'), ('se', 'lo'), ('lo', 'bueno'), ('bueno', 'que'), ('que', 'va'), ('va', 'a'), ('a', 'perder')]","[('ya', 'se', 'lo'), ('se', 'lo', 'bueno'), ('lo', 'bueno', 'que'), ('bueno', 'que', 'va'), ('que', 'va', 'a'), ('va', 'a', 'perder')]",ya él él bueno que ir a perder,['perder'],0.00549198267495555
432,típico de los de morena hacerse wey,"['típico', 'de', 'los', 'de', 'morena', 'hacerse', 'wey']","[('típico', 'de'), ('de', 'los'), ('los', 'de'), ('de', 'morena'), ('morena', 'hacerse'), ('hacerse', 'wey')]","[('típico', 'de', 'los'), ('de', 'los', 'de'), ('los', 'de', 'morena'), ('de', 'morena', 'hacerse'), ('morena', 'hacerse', 'wey')]",típico de el de morena hacer él wey,"['típico', 'morena', 'wey']",0.14694615239312867
433,jajajajajaja,['jajajajajaja'],[],[],jajajajajaja,['jajajajajaja'],0.49789225920557484
434,eso es todo juncal,"['eso', 'es', 'todo', 'juncal']","[('eso', 'es'), ('es', 'todo'), ('todo', 'juncal')]","[('eso', 'es', 'todo'), ('es', 'todo', 'juncal')]",ese ser todo juncal,['juncal'],0.07478826868009109
435,38,['38'],[],[],38,[],0.49789225920557484
436,si usted es el candidato de morena es otra perdida segura ya todos lo conocen y no creo que nadie vote por su partido,"['si', 'usted', 'es', 'el', 'candidato', 'de', 'morena', 'es', 'otra', 'perdida', 'segura', 'ya', 'todos', 'lo', 'conocen', 'y', 'no', 'creo', 'que', 'nadie', 'vote', 'por', 'su', 'partido']","[('si', 'usted'), ('usted', 'es'), ('es', 'el'), ('el', 'candidato'), ('candidato', 'de'), ('de', 'morena'), ('morena', 'es'), ('es', 'otra'), ('otra', 'perdida'), ('perdida', 'segura'), ('segura', 'ya'), ('ya', 'todos'), ('todos', 'lo'), ('lo', 'conocen'), ('conocen', 'y'), ('y', 'no'), ('no', 'creo'), ('creo', 'que'), ('que', 'nadie'), ('nadie', 'vote'), ('vote', 'por'), ('por', 'su'), ('su', 'partido')]","[('si', 'usted', 'es'), ('usted', 'es', 'el'), ('es', 'el', 'candidato'), ('el', 'candidato', 'de'), ('candidato', 'de', 'morena'), ('de', 'morena', 'es'), ('morena', 'es', 'otra'), ('es', 'otra', 'perdida'), ('otra', 'perdida', 'segura'), ('perdida', 'segura', 'ya'), ('segura', 'ya', 'todos'), ('ya', 'todos', 'lo'), ('todos', 'lo', 'conocen'), ('lo', 'conocen', 'y'), ('conocen', 'y', 'no'), ('y', 'no', 'creo'), ('no', 'creo', 'que'), ('creo', 'que', 'nadie'), ('que', 'nadie', 'vote'), ('nadie', 'vote', 'por'), ('vote', 'por', 'su'), ('por', 'su', 'partido')]",si usted ser el candidato de morena ser otro perdido seguro ya todo él conocer y no creer que nadie votar por su partido,"['candidato', 'morena', 'perdido', 'seguro', 'creer', 'votar', 'partido']",3.055468750561196e-06
437,al estilo de claudia y todos los de morena jajaja,"['al', 'estilo', 'de', 'claudia', 'y', 'todos', 'los', 'de', 'morena', 'jajaja']","[('al', 'estilo'), ('estilo', 'de'), ('de', 'claudia'), ('claudia', 'y'), ('y', 'todos'), ('todos', 'los'), ('los', 'de'), ('de', 'morena'), ('morena', 'jajaja')]","[('al', 'estilo', 'de'), ('estilo', 'de', 'claudia'), ('de', 'claudia', 'y'), ('claudia', 'y', 'todos'), ('y', 'todos', 'los'), ('todos', 'los', 'de'), ('los', 'de', 'morena'), ('de', 'morena', 'jajaja')]",al estilo de claudia y todo el de morén jajaja,"['estilo', 'claudia', 'morén', 'jajaja']",0.6753264675744751
438,carlitos si dices que ama al pueblo dime tu porque se empeña a diario en joderlo porque insisten en insultar nuestra inteligencia porque,"['carlitos', 'si', 'dices', 'que', 'ama', 'al', 'pueblo', 'dime', 'tu', 'porque', 'se', 'empeña', 'a', 'diario', 'en', 'joderlo', 'porque', 'insisten', 'en', 'insultar', 'nuestra', 'inteligencia', 'porque']","[('carlitos', 'si'), ('si', 'dices'), ('dices', 'que'), ('que', 'ama'), ('ama', 'al'), ('al', 'pueblo'), ('pueblo', 'dime'), ('dime', 'tu'), ('tu', 'porque'), ('porque', 'se'), ('se', 'empeña'), ('empeña', 'a'), ('a', 'diario'), ('diario', 'en'), ('en', 'joderlo'), ('joderlo', 'porque'), ('porque', 'insisten'), ('insisten', 'en'), ('en', 'insultar'), ('insultar', 'nuestra'), ('nuestra', 'inteligencia'), ('inteligencia', 'porque')]","[('carlitos', 'si', 'dices'), ('si', 'dices', 'que'), ('dices', 'que', 'ama'), ('que', 'ama', 'al'), ('ama', 'al', 'pueblo'), ('al', 'pueblo', 'dime'), ('pueblo', 'dime', 'tu'), ('dime', 'tu', 'porque'), ('tu', 'porque', 'se'), ('porque', 'se', 'empeña'), ('se', 'empeña', 'a'), ('empeña', 'a', 'diario'), ('a', 'diario', 'en'), ('diario', 'en', 'joderlo'), ('en', 'joderlo', 'porque'), ('joderlo', 'porque', 'insisten'), ('porque', 'insisten', 'en'), ('insisten', 'en', 'insultar'), ('en', 'insultar', 'nuestra'), ('insultar', 'nuestra', 'inteligencia'), ('nuestra', 'inteligencia', 'porque')]",carlito si decir que amar al pueblo dime tu porque él empeñar a diario en joder él porque insistir en insultar nuestro inteligencia porque,"['carlito', 'amar', 'pueblo', 'dime', 'empeñar', 'diario', 'joder', 'insistir', 'insultar', 'inteligencia']",0.00014138746263082198
439,va a ganar doc los jaliscienses ya es amis listos para correr al mc,"['va', 'a', 'ganar', 'doc', 'los', 'jaliscienses', 'ya', 'es', 'amis', 'listos', 'para', 'correr', 'al', 'mc']","[('va', 'a'), ('a', 'ganar'), ('ganar', 'doc'), ('doc', 'los'), ('los', 'jaliscienses'), ('jaliscienses', 'ya'), ('ya', 'es'), ('es', 'amis'), ('amis', 'listos'), ('listos', 'para'), ('para', 'correr'), ('correr', 'al'), ('al', 'mc')]","[('va', 'a', 'ganar'), ('a', 'ganar', 'doc'), ('ganar', 'doc', 'los'), ('doc', 'los', 'jaliscienses'), ('los', 'jaliscienses', 'ya'), ('jaliscienses', 'ya', 'es'), ('ya', 'es', 'amis'), ('es', 'amis', 'listos'), ('amis', 'listos', 'para'), ('listos', 'para', 'correr'), ('para', 'correr', 'al'), ('correr', 'al', 'mc')]",ir a ganar doc el jalisciens ya ser amis listo para correr al mc,"['ganar', 'doc', 'jalisciens', 'amis', 'listo', 'correr', 'mc']",0.05678043283443339
440,che rata de cuello blanco quien gastaria dinero a favor y anónimamente por usted no tiene jefa,"['che', 'rata', 'de', 'cuello', 'blanco', 'quien', 'gastaria', 'dinero', 'a', 'favor', 'y', 'anónimamente', 'por', 'usted', 'no', 'tiene', 'jefa']","[('che', 'rata'), ('rata', 'de'), ('de', 'cuello'), ('cuello', 'blanco'), ('blanco', 'quien'), ('quien', 'gastaria'), ('gastaria', 'dinero'), ('dinero', 'a'), ('a', 'favor'), ('favor', 'y'), ('y', 'anónimamente'), ('anónimamente', 'por'), ('por', 'usted'), ('usted', 'no'), ('no', 'tiene'), ('tiene', 'jefa')]","[('che', 'rata', 'de'), ('rata', 'de', 'cuello'), ('de', 'cuello', 'blanco'), ('cuello', 'blanco', 'quien'), ('blanco', 'quien', 'gastaria'), ('quien', 'gastaria', 'dinero'), ('gastaria', 'dinero', 'a'), ('dinero', 'a', 'favor'), ('a', 'favor', 'y'), ('favor', 'y', 'anónimamente'), ('y', 'anónimamente', 'por'), ('anónimamente', 'por', 'usted'), ('por', 'usted', 'no'), ('usted', 'no', 'tiene'), ('no', 'tiene', 'jefa')]",che rata de cuello blanco quien gastario dinero a favor y anónimamente por usted no tener jefa,"['che', 'rata', 'cuello', 'blanco', 'gastario', 'dinero', 'favor', 'anónimamente', 'jefa']",9.731838964896016e-05
441,jajajaja no he visto ninguna pero si si tú dices te creo jajaja corrupto de,"['jajajaja', 'no', 'he', 'visto', 'ninguna', 'pero', 'si', 'si', 'tú', 'dices', 'te', 'creo', 'jajaja', 'corrupto', 'de']","[('jajajaja', 'no'), ('no', 'he'), ('he', 'visto'), ('visto', 'ninguna'), ('ninguna', 'pero'), ('pero', 'si'), ('si', 'si'), ('si', 'tú'), ('tú', 'dices'), ('dices', 'te'), ('te', 'creo'), ('creo', 'jajaja'), ('jajaja', 'corrupto'), ('corrupto', 'de')]","[('jajajaja', 'no', 'he'), ('no', 'he', 'visto'), ('he', 'visto', 'ninguna'), ('visto', 'ninguna', 'pero'), ('ninguna', 'pero', 'si'), ('pero', 'si', 'si'), ('si', 'si', 'tú'), ('si', 'tú', 'dices'), ('tú', 'dices', 'te'), ('dices', 'te', 'creo'), ('te', 'creo', 'jajaja'), ('creo', 'jajaja', 'corrupto'), ('jajaja', 'corrupto', 'de')]",jajajajo no haber ver ninguno pero si si tú decir tú creer jajaja corrupto de,"['jajajajo', 'creer', 'jajaja', 'corrupto']",4.424681948518492e-05
442,y si el transformador de cuarta que va por otro ridículo electoral y político no fué ni sus compañeros de secta tampoco según él porque se deslinda e invita a sus secuaces a respetar los tiempos electoreros justificacion no pedida,"['y', 'si', 'el', 'transformador', 'de', 'cuarta', 'que', 'va', 'por', 'otro', 'ridículo', 'electoral', 'y', 'político', 'no', 'fué', 'ni', 'sus', 'compañeros', 'de', 'secta', 'tampoco', 'según', 'él', 'porque', 'se', 'deslinda', 'e', 'invita', 'a', 'sus', 'secuaces', 'a', 'respetar', 'los', 'tiempos', 'electoreros', 'justificacion', 'no', 'pedida']","[('y', 'si'), ('si', 'el'), ('el', 'transformador'), ('transformador', 'de'), ('de', 'cuarta'), ('cuarta', 'que'), ('que', 'va'), ('va', 'por'), ('por', 'otro'), ('otro', 'ridículo'), ('ridículo', 'electoral'), ('electoral', 'y'), ('y', 'político'), ('político', 'no'), ('no', 'fué'), ('fué', 'ni'), ('ni', 'sus'), ('sus', 'compañeros'), ('compañeros', 'de'), ('de', 'secta'), ('secta', 'tampoco'), ('tampoco', 'según'), ('según', 'él'), ('él', 'porque'), ('porque', 'se'), ('se', 'deslinda'), ('deslinda', 'e'), ('e', 'invita'), ('invita', 'a'), ('a', 'sus'), ('sus', 'secuaces'), ('secuaces', 'a'), ('a', 'respetar'), ('respetar', 'los'), ('los', 'tiempos'), ('tiempos', 'electoreros'), ('electoreros', 'justificacion'), ('justificacion', 'no'), ('no', 'pedida')]","[('y', 'si', 'el'), ('si', 'el', 'transformador'), ('el', 'transformador', 'de'), ('transformador', 'de', 'cuarta'), ('de', 'cuarta', 'que'), ('cuarta', 'que', 'va'), ('que', 'va', 'por'), ('va', 'por', 'otro'), ('por', 'otro', 'ridículo'), ('otro', 'ridículo', 'electoral'), ('ridículo', 'electoral', 'y'), ('electoral', 'y', 'político'), ('y', 'político', 'no'), ('político', 'no', 'fué'), ('no', 'fué', 'ni'), ('fué', 'ni', 'sus'), ('ni', 'sus', 'compañeros'), ('sus', 'compañeros', 'de'), ('compañeros', 'de', 'secta'), ('de', 'secta', 'tampoco'), ('secta', 'tampoco', 'según'), ('tampoco', 'según', 'él'), ('según', 'él', 'porque'), ('él', 'porque', 'se'), ('porque', 'se', 'deslinda'), ('se', 'deslinda', 'e'), ('deslinda', 'e', 'invita'), ('e', 'invita', 'a'), ('invita', 'a', 'sus'), ('a', 'sus', 'secuaces'), ('sus', 'secuaces', 'a'), ('secuaces', 'a', 'respetar'), ('a', 'respetar', 'los'), ('respetar', 'los', 'tiempos'), ('los', 'tiempos', 'electoreros'), ('tiempos', 'electoreros', 'justificacion'), ('electoreros', 'justificacion', 'no'), ('justificacion', 'no', 'pedida')]",y si el transformador de cuarto que ir por otro ridículo electoral y político no fué ni su compañero de secta tampoco según él porque él deslindir e invitar a su secuaz a respetar el tiempo electorero justificacion no pedido,"['transformador', 'cuarto', 'ridículo', 'electoral', 'político', 'fué', 'compañero', 'secta', 'deslindir', 'invitar', 'secuaz', 'respetar', 'tiempo', 'electorero', 'justificacion', 'pedido']",1.0565370939088122e-10
443,yo jamás lo haría,"['yo', 'jamás', 'lo', 'haría']","[('yo', 'jamás'), ('jamás', 'lo'), ('lo', 'haría')]","[('yo', 'jamás', 'lo'), ('jamás', 'lo', 'haría')]",yo jamás él hacer,['jamás'],0.06436341296978769
444,a quien le quedo demasiado grande el cargo,"['a', 'quien', 'le', 'quedo', 'demasiado', 'grande', 'el', 'cargo']","[('a', 'quien'), ('quien', 'le'), ('le', 'quedo'), ('quedo', 'demasiado'), ('demasiado', 'grande'), ('grande', 'el'), ('el', 'cargo')]","[('a', 'quien', 'le'), ('quien', 'le', 'quedo'), ('le', 'quedo', 'demasiado'), ('quedo', 'demasiado', 'grande'), ('demasiado', 'grande', 'el'), ('grande', 'el', 'cargo')]",a quien él quedar demasiado grande el cargo,"['quedar', 'cargo']",0.05113749656603292
445,hoy conmemoramos el 2 de octubre un día que no se olvida y en 2011 se fundó,"['hoy', 'conmemoramos', 'el', '2', 'de', 'octubre', 'un', 'día', 'que', 'no', 'se', 'olvida', 'y', 'en', '2011', 'se', 'fundó']","[('hoy', 'conmemoramos'), ('conmemoramos', 'el'), ('el', '2'), ('2', 'de'), ('de', 'octubre'), ('octubre', 'un'), ('un', 'día'), ('día', 'que'), ('que', 'no'), ('no', 'se'), ('se', 'olvida'), ('olvida', 'y'), ('y', 'en'), ('en', '2011'), ('2011', 'se'), ('se', 'fundó')]","[('hoy', 'conmemoramos', 'el'), ('conmemoramos', 'el', '2'), ('el', '2', 'de'), ('2', 'de', 'octubre'), ('de', 'octubre', 'un'), ('octubre', 'un', 'día'), ('un', 'día', 'que'), ('día', 'que', 'no'), ('que', 'no', 'se'), ('no', 'se', 'olvida'), ('se', 'olvida', 'y'), ('olvida', 'y', 'en'), ('y', 'en', '2011'), ('en', '2011', 'se'), ('2011', 'se', 'fundó')]",hoy conmemorar el 2 de octubre uno día que no él olvidar y en 2011 él fundar,"['conmemorar', 'octubre', 'olvidar', 'fundar']",3.685807842304768e-06
446,que dice el papá de checo que el,"['que', 'dice', 'el', 'papá', 'de', 'checo', 'que', 'el']","[('que', 'dice'), ('dice', 'el'), ('el', 'papá'), ('papá', 'de'), ('de', 'checo'), ('checo', 'que'), ('que', 'el')]","[('que', 'dice', 'el'), ('dice', 'el', 'papá'), ('el', 'papá', 'de'), ('papá', 'de', 'checo'), ('de', 'checo', 'que'), ('checo', 'que', 'el')]",que decir el papá de checo que el,"['papá', 'checo']",0.007731657024525572
